sound_fx,91.0
g,92.0
1234,94.7
geri,96.5
geri,96.6
obstacle_amount=3,101.3
no_obstacles,101.5
geri,101.6
,105.9
new,115.4
easy,117.94999999999459
hng,118.1
test,131.5
nays12345,132.8
