geri,37.6
a,39.5
YAAAY,39.6
geri,39.9
close_enough,40.6
me,42.3
,42.3
,42.7
,42.7
,43.0
adawdada],43.1
me,43.5
,43.9
,44.0
new_mode,44.6
,45.0
hays,45.4
,45.4
,45.7
poakdpoakwdapokdpvnaiwndoaijwfaowijd,46.1
,46.3
,46.6
,47.4
,47.5
,48.1
k,48.5
had,49.3
,50.4
ddddddddd,51.9
sound_fx,52.6
sound_fx,52.8
,56.4
,58.9
trial,59.2
ddddddddddd,63.8
